OTU34	MTB252	100.000	292	0	0	1	292	337	628	1.01e-155	540
OTU35	MTB215	100.000	313	0	0	1	313	330	642	2.14e-167	579
OTU36	MTB439	100.000	294	0	0	1	294	322	615	7.82e-157	544
OTU37	MTB266	100.000	300	0	0	1	300	321	620	3.61e-160	555
OTU38	MTB186	100.000	302	0	0	1	302	326	627	2.79e-161	558
OTU39	MTB213	100.000	293	0	0	1	293	335	627	2.81e-156	542
OTU40	MTB154	100.000	293	0	0	1	293	322	614	2.81e-156	542
OTU41	MTB345	100.000	305	0	0	1	305	334	638	6.00e-163	564
OTU42	MTB177_MTB223	100.000	307	0	0	1	307	331	637	4.64e-164	568
OTU43	MTB194	100.000	303	0	0	1	303	331	633	7.76e-162	560
OTU44	MTB130	100.000	299	0	0	1	299	336	634	1.30e-159	553
OTU45	MTB202	100.000	305	0	0	1	305	326	630	6.00e-163	564
OTU46	MTB344_MTB353	100.000	304	0	0	1	304	338	641	2.16e-162	562
OTU47	MTB235	100.000	302	0	0	1	302	332	633	2.79e-161	558
OTU49	MTB204	100.000	305	0	0	1	305	332	636	6.00e-163	564
OTU50	MTB147	100.000	293	0	0	1	293	333	625	2.81e-156	542
OTU51	MTB203	100.000	311	0	0	1	311	329	639	2.77e-166	575
OTU52	MTB362	100.000	296	0	0	1	296	339	634	6.04e-158	547
OTU53	MTB199_MTB207_MTB224	100.000	309	0	0	1	309	330	638	3.59e-165	571
OTU54	MTB267	100.000	263	0	0	1	263	333	595	1.34e-139	486
OTU55	MTB452	100.000	293	0	0	1	293	324	616	2.81e-156	542
OTU56	P8	100.000	296	0	0	1	296	331	626	6.04e-158	547
OTU57	MTB231	100.000	292	0	0	1	292	336	627	1.01e-155	540
OTU58	MTB424	100.000	313	0	0	1	313	334	646	2.14e-167	579
OTU59	MTB196	100.000	313	0	0	1	313	330	642	2.14e-167	579
OTU61	MTB363	100.000	298	0	0	1	298	338	635	4.67e-159	551
OTU62	MTB453	100.000	294	0	0	1	294	332	625	7.82e-157	544
OTU63	MTB419	100.000	313	0	0	1	313	337	649	2.14e-167	579
OTU64	MTB332	100.000	296	0	0	1	296	324	619	6.04e-158	547
OTU65	MTB367	100.000	309	0	0	1	309	336	644	3.59e-165	571
OTU67	MTB232	100.000	294	0	0	1	294	324	617	7.82e-157	544
OTU68	MTB377	100.000	306	0	0	1	306	312	617	1.67e-163	566
OTU69	MTB165	100.000	296	0	0	1	296	337	632	6.04e-158	547
OTU70	MTB334_MTB378	100.000	296	0	0	1	296	332	627	6.04e-158	547
OTU71	MTB140	100.000	294	0	0	1	294	337	630	7.82e-157	544
OTU72	MTB348	100.000	296	0	0	1	296	323	618	6.04e-158	547
OTU73	MTB237	100.000	281	0	0	1	281	324	604	1.32e-149	520
OTU74	MTB354	100.000	294	0	0	1	294	336	629	7.82e-157	544
OTU75	MTB413	100.000	313	0	0	1	313	338	650	2.14e-167	579
OTU76	MTB258	100.000	294	0	0	1	294	333	626	7.82e-157	544
OTU77	MTB180	100.000	308	0	0	1	308	324	631	1.29e-164	569
OTU78	MTB276	100.000	296	0	0	1	296	332	627	6.04e-158	547
OTU79	MTB269	100.000	287	0	0	1	287	337	623	6.09e-153	531
OTU80	MTB195	100.000	313	0	0	1	313	332	644	2.14e-167	579
OTU81	MTB407	100.000	294	0	0	1	294	335	628	7.82e-157	544
OTU82	MTB149	100.000	295	0	0	1	295	329	623	2.17e-157	545
OTU83	MTB295	100.000	304	0	0	1	304	337	640	2.16e-162	562
OTU84	MTB277	100.000	294	0	0	1	294	335	628	7.82e-157	544
OTU85	MTB143	100.000	302	0	0	1	302	324	625	2.79e-161	558
OTU86	MTB379	100.000	303	0	0	1	303	324	626	7.76e-162	560
OTU87	MTB152	100.000	297	0	0	1	297	336	632	1.68e-158	549
OTU88	MTB137	100.000	295	0	0	1	295	329	623	2.17e-157	545
OTU89	MTB188	100.000	310	0	0	1	310	330	639	9.97e-166	573
OTU90	MTB416	100.000	313	0	0	1	313	336	648	2.14e-167	579
OTU91	MTB355	100.000	296	0	0	1	296	336	631	6.04e-158	547
OTU92	MTB141	100.000	300	0	0	1	300	336	635	3.61e-160	555
OTU93	MTB454	100.000	298	0	0	1	298	331	628	4.67e-159	551
OTU94	MTB242_MTB396	100.000	295	0	0	1	295	337	631	2.17e-157	545
OTU95	MTB472_MTB474	98.976	293	3	0	1	293	332	624	2.83e-151	525
OTU96	MTB178	100.000	307	0	0	1	307	327	633	4.64e-164	568
OTU97	MTB392	100.000	295	0	0	1	295	335	629	2.17e-157	545
OTU98	MTB122	100.000	294	0	0	1	294	336	629	7.82e-157	544
OTU99	MTB148	100.000	301	0	0	1	301	329	629	1.00e-160	556
OTU100	MTB239	100.000	294	0	0	1	294	326	619	7.82e-157	544
OTU101	MTB205	100.000	310	0	0	1	310	321	630	9.97e-166	573
OTU102	MTB475	100.000	293	0	0	1	293	331	623	2.81e-156	542
OTU103	MTB145	100.000	301	0	0	1	301	324	624	1.00e-160	556
OTU104	MTB293	100.000	299	0	0	1	299	332	630	1.30e-159	553
OTU105	MTB243	100.000	298	0	0	1	298	334	631	4.67e-159	551
OTU106	MTB109	100.000	302	0	0	1	302	332	633	2.79e-161	558
OTU107	MTB191	100.000	305	0	0	1	305	330	634	6.00e-163	564
OTU108	MTB337	100.000	305	0	0	1	305	324	628	6.00e-163	564
OTU109	MTB304	100.000	296	0	0	1	296	335	630	6.04e-158	547
OTU110	MTB476	100.000	295	0	0	1	295	335	629	2.17e-157	545
OTU111	MTB109	87.086	302	37	2	2	302	333	633	1.10e-95	340
OTU112	MTB443	100.000	294	0	0	1	294	337	630	7.82e-157	544
OTU113	MTB136	100.000	296	0	0	1	296	324	619	6.04e-158	547
OTU114	MTB422	100.000	313	0	0	1	313	334	646	2.14e-167	579
OTU115	MTB420	100.000	313	0	0	1	313	324	636	2.14e-167	579
OTU116	MTB190	100.000	307	0	0	1	307	321	627	4.64e-164	568
OTU117	MTB359_MTB365_MTB370	99.660	294	1	0	1	294	337	630	3.64e-155	538
OTU118	MTB160	100.000	300	0	0	1	300	327	626	3.61e-160	555
OTU119	MTB264	100.000	297	0	0	1	297	338	634	1.68e-158	549
OTU120	MTB383	100.000	296	0	0	1	296	324	619	6.04e-158	547
OTU121	MTB314	100.000	294	0	0	1	294	324	617	7.82e-157	544
OTU122	MTB174	100.000	313	0	0	1	313	328	640	2.14e-167	579
OTU123	MTB460	100.000	296	0	0	1	296	328	623	6.04e-158	547
OTU124	MTB166	100.000	293	0	0	1	293	331	623	2.81e-156	542
OTU125	MTB273	99.023	307	3	0	1	307	334	640	4.67e-159	551
OTU126	MTB343	100.000	305	0	0	1	305	336	640	6.00e-163	564
OTU127	MTB342	100.000	299	0	0	1	299	337	635	1.30e-159	553
OTU128	MTB144	100.000	302	0	0	1	302	324	625	2.79e-161	558
OTU129	MTB280	100.000	293	0	0	1	293	335	627	2.81e-156	542
OTU131	MTB374	100.000	294	0	0	1	294	339	632	7.82e-157	544
OTU133	MTB150	100.000	302	0	0	1	302	324	625	2.79e-161	558
OTU134	MTB250	100.000	295	0	0	1	295	336	630	2.17e-157	545
OTU136	MTB161	100.000	296	0	0	1	296	331	626	5.92e-158	547
OTU137	MTB155	100.000	291	0	0	1	291	336	626	3.64e-155	538
OTU138	MTB238	100.000	304	0	0	1	304	338	641	2.16e-162	562
OTU139	MTB219	100.000	313	0	0	1	313	337	649	2.14e-167	579
OTU140	MTB251	100.000	294	0	0	1	294	332	625	7.82e-157	544
OTU141	MTB107	100.000	292	0	0	1	292	339	630	1.01e-155	540
OTU142	MTB173	100.000	296	0	0	1	296	331	626	6.04e-158	547
OTU143	MTB366	100.000	308	0	0	1	308	324	631	1.29e-164	569
OTU144	MTB241	100.000	294	0	0	1	294	333	626	7.82e-157	544
OTU145	MTB244	99.315	292	2	0	1	292	342	633	2.19e-152	529
OTU146	MTB350	100.000	295	0	0	1	295	338	632	2.17e-157	545
OTU147	MTB356	100.000	305	0	0	1	305	324	628	6.00e-163	564
OTU148	MTB423	100.000	313	0	0	1	313	331	643	2.14e-167	579
OTU150	MTB121	100.000	307	0	0	1	307	332	638	4.64e-164	568
OTU151	MTB380	100.000	294	0	0	1	294	336	629	7.82e-157	544
OTU152	MTB287	100.000	307	0	0	1	307	334	640	4.64e-164	568
OTU153	MTB120	100.000	294	0	0	1	294	324	617	7.82e-157	544
OTU154	MTB372	100.000	299	0	0	1	299	341	639	1.30e-159	553
OTU155	MTB421	100.000	313	0	0	1	313	332	644	2.14e-167	579
OTU156	MTB317_MTB400_MTB401	100.000	295	0	0	1	295	335	629	2.17e-157	545
OTU158	MTB444	100.000	296	0	0	1	296	331	626	6.04e-158	547
OTU159	MTB352	100.000	299	0	0	1	299	324	622	1.30e-159	553
OTU160	MTB385	100.000	304	0	0	1	304	337	640	2.16e-162	562
OTU161	MTB384	100.000	294	0	0	1	294	338	631	7.82e-157	544
OTU162	MTB328	100.000	294	0	0	1	294	338	631	7.82e-157	544
OTU163	MTB279	100.000	294	0	0	1	294	336	629	7.82e-157	544
OTU164	MTB298	100.000	307	0	0	1	307	336	642	4.64e-164	568
OTU165	MTB313	100.000	294	0	0	1	294	332	625	7.82e-157	544
OTU166	MTB229	100.000	313	0	0	1	313	323	635	2.14e-167	579
OTU167	MTB403	100.000	307	0	0	1	307	337	643	4.64e-164	568
OTU168	MTB462	100.000	295	0	0	1	295	329	623	2.17e-157	545
OTU170	MTB281	100.000	303	0	0	1	303	338	640	7.76e-162	560
OTU171	MTB218	100.000	313	0	0	1	313	330	642	2.14e-167	579
OTU172	MTB124	100.000	304	0	0	1	304	335	638	2.16e-162	562
OTU173	MTB389	100.000	308	0	0	1	308	333	640	1.29e-164	569
OTU175	MTB119	99.659	293	1	0	1	293	337	629	1.28e-154	536
OTU176	MTB104_MTB406	100.000	303	0	0	1	303	337	639	7.76e-162	560
OTU177	MTB110	100.000	297	0	0	1	297	332	628	1.68e-158	549
OTU178	MTB247	100.000	299	0	0	1	299	340	638	1.30e-159	553
OTU179	MTB106	100.000	288	0	0	1	288	339	626	1.69e-153	532
OTU180	MTB364	100.000	308	0	0	1	308	324	631	1.29e-164	569
OTU181	MTB159	100.000	313	0	0	1	313	335	647	2.14e-167	579
OTU183	MTB449	100.000	296	0	0	1	296	322	617	6.04e-158	547
OTU184	MTB225	100.000	306	0	0	1	306	325	630	1.67e-163	566
OTU185	MTB123	100.000	293	0	0	1	293	306	598	2.81e-156	542
OTU186	MTB338	100.000	310	0	0	1	310	324	633	9.97e-166	573
OTU187	MTB310	100.000	295	0	0	1	295	324	618	2.17e-157	545
OTU188	MTB418	100.000	313	0	0	1	313	335	647	2.14e-167	579
OTU189	MTB360	100.000	294	0	0	1	294	337	630	7.82e-157	544
OTU190	MTB245	100.000	303	0	0	1	303	331	633	7.76e-162	560
OTU191	MTB212	100.000	313	0	0	1	313	325	637	2.14e-167	579
OTU192	MTB308	100.000	294	0	0	1	294	338	631	7.82e-157	544
OTU193	MTB331	100.000	298	0	0	1	298	333	630	4.67e-159	551
OTU194	MTB268	100.000	306	0	0	1	306	338	643	1.67e-163	566
OTU195	MTB157_MTB171	100.000	296	0	0	1	296	323	618	6.04e-158	547
OTU196	MTB405	100.000	304	0	0	1	304	338	641	2.16e-162	562
OTU197	MTB179	100.000	305	0	0	1	305	337	641	6.00e-163	564
OTU198	MTB316	100.000	309	0	0	1	309	332	640	3.59e-165	571
OTU199	MTB300	100.000	297	0	0	1	297	335	631	1.68e-158	549
OTU200	MTB278	100.000	296	0	0	1	296	335	630	6.04e-158	547
OTU201	MTB105	100.000	307	0	0	1	307	330	636	4.64e-164	568
OTU202	MTB435	100.000	294	0	0	1	294	332	625	7.82e-157	544
OTU203	MTB127	100.000	304	0	0	1	304	336	639	2.16e-162	562
OTU204	MTB261	100.000	294	0	0	1	294	332	625	7.82e-157	544
OTU205	MTB402	100.000	308	0	0	1	308	331	638	1.29e-164	569
OTU206	MTB225	95.082	305	15	0	2	306	326	630	6.22e-138	481
OTU207	MTB325	100.000	309	0	0	1	309	336	644	3.59e-165	571
OTU208	MTB153	100.000	296	0	0	1	296	331	626	6.04e-158	547
OTU209	MTB197_MTB221	100.000	302	0	0	1	302	331	632	2.79e-161	558
OTU210	MTB133	100.000	308	0	0	1	308	332	639	1.29e-164	569
OTU212	MTB134_MTB151	100.000	299	0	0	1	299	323	621	1.30e-159	553
OTU213	MTB318	100.000	313	0	0	1	313	324	636	2.14e-167	579
OTU214	MTB326	100.000	294	0	0	1	294	338	631	7.82e-157	544
OTU215	MTB108	100.000	303	0	0	1	303	332	634	7.76e-162	560
OTU216	MTB285	100.000	293	0	0	1	293	340	632	2.81e-156	542
OTU218	MTB132	100.000	309	0	0	1	309	332	640	3.59e-165	571
OTU220	MTB292	100.000	294	0	0	1	294	336	629	7.82e-157	544
OTU221	MTB102_MTB103	100.000	292	0	0	1	292	332	623	1.01e-155	540
OTU223	MTB414	100.000	313	0	0	1	313	333	645	2.14e-167	579
OTU224	MTB286	100.000	296	0	0	1	296	336	631	6.04e-158	547
OTU225	MTB175	100.000	294	0	0	1	294	337	630	7.82e-157	544
OTU227	MTB338	88.710	310	34	1	2	310	324	633	8.39e-107	377
OTU228	MTB467	100.000	298	0	0	1	298	329	626	4.67e-159	551
OTU229	MTB174	83.051	295	50	0	19	313	346	640	5.27e-74	268
OTU230	MTB135	100.000	295	0	0	1	295	336	630	2.17e-157	545
OTU231	MTB259	100.000	294	0	0	1	294	332	625	7.82e-157	544
OTU232	MTB302	100.000	297	0	0	1	297	337	633	1.68e-158	549
OTU233	MTB139	100.000	296	0	0	1	296	330	625	6.04e-158	547
